mode,mode_label,completed_runs,handover_count_mean,handovers_per_ue_mean,ping_pong_count_mean,ping_pong_rate_mean,mean_dwell_time_s_mean,rapid_repeat_requests_mean,rapid_repeat_requests_total,rapid_cell_returns_mean,rapid_cell_returns_total,same_target_repeat_requests_mean,same_target_repeat_requests_total,dl_delivery_ratio_mean,ul_delivery_ratio_mean,dl_packet_loss_proxy_mean,ul_packet_loss_proxy_mean,dl_mean_throughput_mbps_mean,ul_mean_throughput_mbps_mean,dl_delay_mean_ms_mean,ul_delay_mean_ms_mean,worker_failed_requests_mean,worker_failed_requests_total,worker_mean_rtt_ms_mean,worker_median_rtt_ms_mean,worker_max_rtt_ms_mean,executed_lstm_decisions_mean,executed_lstm_decisions_total,blocked_by_threshold_mean,blocked_by_threshold_total,blocked_by_cooldown_mean,blocked_by_cooldown_total,blocked_by_confirmation_mean,blocked_by_confirmation_total,blocked_by_anti_ping_pong_mean,blocked_by_anti_ping_pong_total,blocked_by_handover_in_progress_mean,blocked_by_handover_in_progress_total,blocked_by_insufficient_history_mean,blocked_by_insufficient_history_total,blocked_by_other_mean,blocked_by_other_total,controller_decision_points_mean,controller_decision_points_total
mlp_val_selected,MLP-only val-selected,4,877.25,29.241666666666667,94.75,0.10861146051773354,27.452360058552042,0.0,0.0,95.25,381.0,0.0,0.0,0.6930506945163512,0.4955658103219247,0.30694930548364896,0.5044341896780753,31.771096,7.848248813333333,831.0541118190048,4852.675784356696,0.0,0.0,49.63942696944444,48.1070625,128.43625,884.0,3536.0,248453.75,993815.0,7939.25,31757.0,2538.0,10152.0,63.0,252.0,9688.75,38755.0,420.0,1680.0,0.0,0.0,270000.0,1080000.0
